district,tehsil,locale,sex,age_group,total_pop,illiterate,literate_total,literate_formal,literate_non_or_informal,literacy_ratio
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,25  --  29,813,334,479,474,5,58.92
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,30  --  34,681,282,399,399,,58.59
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,35  --  39,667,356,311,307,4,46.63
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,40  --  44,350,200,150,149,1,42.86
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,45  --  49,325,194,131,129,2,40.31
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,50  --  54,322,233,89,88,1,27.64
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,55  --  59,185,144,41,40,1,22.16
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,60  --  64,145,111,34,34,,23.45
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,65  --  69,129,97,32,32,,24.81
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,70  --  74,88,68,20,19,1,22.73
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,75 AND ABOVE,102,85,17,15,2,16.67
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,10  --  14,1742,656,1086,1086,,62.34
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,15  --  19,1510,952,558,555,3,36.95
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,20  --  24,977,783,194,189,5,19.86
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,25  --  29,769,643,126,120,6,16.38
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,30  --  34,669,560,109,104,5,16.29
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,35  --  39,539,478,61,58,3,11.32
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,40  --  44,318,283,35,32,3,11.01
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,45  --  49,313,285,28,27,1,8.949999999999999
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,50  --  54,229,210,19,17,2,8.300000000000001
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,55  --  59,196,180,16,16,,8.16
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,60  --  64,143,130,13,12,1,9.09
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,65  --  69,130,119,11,9,2,8.460000000000001
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,70  --  74,83,76,7,6,1,8.43
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Female,75 AND ABOVE,82,76,6,5,1,7.32
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,10  --  14,9049,2868,6181,6036,145,68.31
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,15  --  19,7277,2152,5125,4978,147,70.43000000000001
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,20  --  24,5796,1836,3960,3861,99,68.31999999999999
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,25  --  29,5167,1911,3256,3149,107,63.02
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,30  --  34,3993,1566,2427,2354,73,60.78
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,35  --  39,3559,1459,2100,2023,77,59.01
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,40  --  44,2391,1090,1301,1250,51,54.41
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,45  --  49,2059,1172,887,841,46,43.08
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,50  --  54,1880,1138,742,685,57,39.47
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,55  --  59,1231,727,504,475,29,40.94
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,60  --  64,1100,721,379,339,40,34.45
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,65  --  69,742,535,207,187,20,27.9
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,70  --  74,527,412,115,106,9,21.82
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Male,75 AND ABOVE,698,576,122,102,20,17.48
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,10  --  14,8248,3724,4524,4450,74,54.85
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,15  --  19,6720,3184,3536,3466,70,52.62
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,20  --  24,5546,3267,2279,2204,75,41.09
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,25  --  29,5364,3588,1776,1698,78,33.11
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,30  --  34,4070,3009,1061,990,71,26.07
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,35  --  39,3205,2572,633,569,64,19.75
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,40  --  44,2192,1882,310,275,35,14.14
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,45  --  49,2064,1854,210,162,48,10.17
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,50  --  54,1491,1377,114,90,24,7.65
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,55  --  59,1161,1099,62,43,19,5.34
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,60  --  64,1054,999,55,35,20,5.22
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,65  --  69,708,677,31,23,8,4.38
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,70  --  74,515,504,11,5,6,2.14
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Female,75 AND ABOVE,512,479,33,15,18,6.45
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,10  --  14,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,15  --  19,2,,2,2,,100
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,20  --  24,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,25  --  29,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,30  --  34,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,35  --  39,1,,1,,1,100
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,40  --  44,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,45  --  49,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,50  --  54,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,55  --  59,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,60  --  64,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,65  --  69,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,70  --  74,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,10  --  14,3202,532,2670,2653,17,83.39
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,15  --  19,2784,493,2291,2278,13,82.29000000000001
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,20  --  24,2149,400,1749,1738,11,81.39
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,25  --  29,2057,488,1569,1555,14,76.28
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,30  --  34,1666,328,1338,1335,3,80.31
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,35  --  39,1277,325,952,947,5,74.55
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,40  --  44,907,263,644,638,6,71
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,45  --  49,766,321,445,438,7,58.09
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,50  --  54,658,324,334,331,3,50.76
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,55  --  59,468,217,251,248,3,53.63
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,60  --  64,341,198,143,137,6,41.94
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,65  --  69,250,156,94,90,4,37.6
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,70  --  74,172,121,51,48,3,29.65
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Male,75 AND ABOVE,185,126,59,57,2,31.89
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,10  --  14,2945,744,2201,2183,18,74.73999999999999
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,15  --  19,2428,707,1721,1713,8,70.88
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,20  --  24,2051,798,1253,1247,6,61.09
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,25  --  29,2012,1011,1001,990,11,49.75
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,30  --  34,1426,783,643,632,11,45.09
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,35  --  39,1083,725,358,354,4,33.06
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,40  --  44,793,584,209,203,6,26.36
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,45  --  49,741,599,142,138,4,19.16
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,50  --  54,525,438,87,83,4,16.57
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,55  --  59,369,326,43,42,1,11.65
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,60  --  64,332,314,18,17,1,5.42
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,65  --  69,243,224,19,18,1,7.82
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,70  --  74,153,145,8,6,2,5.23
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Female,75 AND ABOVE,164,159,5,5,,3.05
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,10  --  14,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,15  --  19,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,20  --  24,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,25  --  29,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,30  --  34,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,35  --  39,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,40  --  44,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,45  --  49,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,50  --  54,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,55  --  59,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,60  --  64,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,65  --  69,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,70  --  74,,,,,,
NUSHKI DISTRICT,NUSHKI TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,10  --  14,6790,1880,4910,4880,30,72.31
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,15  --  19,5095,1300,3795,3780,15,74.48
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,20  --  24,3732,972,2760,2741,19,73.95
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,25  --  29,3476,967,2509,2484,25,72.18000000000001
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,30  --  34,2883,809,2074,2048,26,71.94
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,35  --  39,1994,610,1384,1359,25,69.41
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,40  --  44,1378,495,883,866,17,64.08
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,45  --  49,1241,591,650,625,25,52.38
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,50  --  54,1288,755,533,492,41,41.38
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,55  --  59,773,477,296,271,25,38.29
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,60  --  64,652,429,223,207,16,34.2
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,65  --  69,497,312,185,170,15,37.22
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,70  --  74,327,224,103,94,9,31.5
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Male,75 AND ABOVE,338,259,79,69,10,23.37
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,10  --  14,6381,3024,3357,3296,61,52.61
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,15  --  19,5720,3305,2415,2348,67,42.22
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,20  --  24,4631,3055,1576,1500,76,34.03
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,25  --  29,4029,2893,1136,1055,81,28.2
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,30  --  34,2430,1829,601,557,44,24.73
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,35  --  39,1780,1417,363,323,40,20.39
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,40  --  44,1349,1118,231,200,31,17.12
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,45  --  49,1299,1151,148,123,25,11.39
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,50  --  54,1038,926,112,88,24,10.79
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,55  --  59,751,686,65,45,20,8.66
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,60  --  64,604,554,50,33,17,8.279999999999999
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,65  --  69,432,401,31,16,15,7.18
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,70  --  74,247,223,24,12,12,9.720000000000001
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Female,75 AND ABOVE,248,234,14,9,5,5.65
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,10  --  14,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,15  --  19,1,1,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,20  --  24,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,25  --  29,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,30  --  34,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,35  --  39,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,40  --  44,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,45  --  49,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,50  --  54,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,55  --  59,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,60  --  64,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,65  --  69,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,70  --  74,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,10  --  14,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,15  --  19,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,20  --  24,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,25  --  29,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,30  --  34,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,35  --  39,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,40  --  44,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,45  --  49,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,50  --  54,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,55  --  59,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,60  --  64,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,65  --  69,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,70  --  74,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Male,75 AND ABOVE,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,10  --  14,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,15  --  19,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,20  --  24,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,25  --  29,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,30  --  34,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,35  --  39,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,40  --  44,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,45  --  49,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,50  --  54,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,55  --  59,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,60  --  64,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,65  --  69,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,70  --  74,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Female,75 AND ABOVE,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,10  --  14,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,15  --  19,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,20  --  24,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,25  --  29,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,30  --  34,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,35  --  39,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,40  --  44,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,45  --  49,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,50  --  54,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,55  --  59,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,60  --  64,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,65  --  69,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,70  --  74,,,,,,
PISHIN DISTRICT,BARSHORE SUB-TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,10  --  14,7981,2345,5636,5518,118,70.62
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,15  --  19,6038,1831,4207,4069,138,69.68000000000001
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,20  --  24,4377,1337,3040,2919,121,69.45
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,25  --  29,3568,1183,2385,2302,83,66.84
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,30  --  34,3164,1055,2109,2027,82,66.66
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,35  --  39,2646,941,1705,1623,82,64.44
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,40  --  44,1602,626,976,925,51,60.92
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,45  --  49,1294,576,718,667,51,55.49
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,50  --  54,1274,598,676,620,56,53.06
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,55  --  59,870,444,426,389,37,48.97
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,60  --  64,661,351,310,287,23,46.9
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,65  --  69,576,338,238,217,21,41.32
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,70  --  74,400,241,159,143,16,39.75
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Male,75 AND ABOVE,424,299,125,107,18,29.48
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,10  --  14,6682,4100,2582,2355,227,38.64
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,15  --  19,5856,3889,1967,1713,254,33.59
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,20  --  24,4524,3330,1194,999,195,26.39
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,25  --  29,3779,2876,903,701,202,23.9
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,30  --  34,2963,2351,612,468,144,20.65
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,35  --  39,2137,1709,428,297,131,20.03
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,40  --  44,1565,1326,239,166,73,15.27
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,45  --  49,1313,1072,241,156,85,18.35
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,50  --  54,997,835,162,111,51,16.25
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,55  --  59,741,625,116,80,36,15.65
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,60  --  64,640,563,77,59,18,12.03
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,65  --  69,473,399,74,47,27,15.64
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,70  --  74,263,232,31,13,18,11.79
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Female,75 AND ABOVE,251,218,33,18,15,13.15
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,10  --  14,,,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,15  --  19,2,,2,2,,100
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,20  --  24,,,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,25  --  29,,,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,30  --  34,1,,1,,1,100
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,35  --  39,1,,1,,1,100
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,40  --  44,1,1,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,45  --  49,,,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,50  --  54,,,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,55  --  59,,,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,60  --  64,1,1,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,65  --  69,1,,1,1,,100
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,70  --  74,,,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Rural,Transgender,75 AND ABOVE,1,1,,,,
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Urban,Male,10  --  14,2151,468,1683,1631,52,78.23999999999999
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Urban,Male,15  --  19,1463,279,1184,1141,43,80.93000000000001
PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,Urban,Male,20  --  24,1002,188,814,790,24,81.23999999999999
